28006, PHOTALINE LASER 14 DEVELOPER REPLENISHER CONCENTRATE;POTASSIUM HYDROXIDE, POTASSIUM SULFITE, POTASSIUM CARBONATE, HYDROQUINONE, WATER; STRONG ACIDS, STRONG BASES;KEEP AWAY FROM STRONG ACIDS;Respiratory Protection:SHOULD NOT BE NECESSARY UNDER NORMAL CONDITIONS. IF EXPOSED TO VAPORS THAT EXCEED TLV OR PEL, WEAR APPROVED VAPOR RESPIRATOR. Ventilation:NOT PROVIDED Protective Gloves:IMPERVIOUS Eye Protection:PROTECTIVE GOGGLES. Other Protective Equipment:AS NECESSARY TO PREVENT SKIN CONTACT. EYEWASH FACILITIES IN VICINITY OF USE. Work Hygienic Practices:NOT PROVIDED Supplemental Safety and Health ABBREVIATION: N/A;
R30031, HAYNES 31 ALLOY;TUNGSTEN, NICKEL, COBALT, CHROMIUM, IRON, MANGANESE, SILICON; AVOID CONTACT WITH MINERAL ACIDS AN OXIDIZING AGENTS WHICH MAY GENERATE HYDROGEN GAS, THE EVOLUTION OF HYDROGEN MAY BE AN EXPLOSION HAZARD;THESE ALLOYS ARE STABLE MATERIALS;Respiratory Protection:USE NIOSH APPROVED RESPIRATORS AS SPECIFIED BY AN INDUSTRIAL HYGIENIST OR QUALIFIED SAFETY PROFESSIONAL. LUNG FUNCTIONS TESTS ARE RECOMMENDED FOR USERS OF NEGATIVE PRESSURE DEVICES. USE A FUME RESPIRA TOR OR AN AIR SUPPLIED RESPIRATOR WHERE LOCAL EXHAUST OR VENTILATION DOES NOT KEEP EXPOSURE BELOW THE OSHA LIMITS FOR AIR CONTAMINATION. Ventilation:LOCAL EXHAUST VENTILATION SHOULD BE USED TO CONTROL EXPOSURE TO AIRBORNE DUST AND FUME EMISSIONS NEAR THE SOURCE BELOW THE EXPOSURE LIMITS CITED. Protective Gloves:WEAR GLOVES TO PREVENT METAL CUTS & SKIN ABRASIONS. Eye Protection:SAFETY GLASSES. (CONTACT LENSES SHOULD NOT BE WORN). Other Protective Equipment:PROTECTIVE CLOTHING SUCH AS UNIFORMS, DISPOSABLE COVERALLS, SAFETY SHOES, ETC. Work Hygienic Practices:PRACTICE GOOD PERSONAL HYGIENE AFTER HANDLING DUST OR POWDER FORMS OF THIS MATERIAL, ESPECIALLY BEFORE EATING, DRINKING, SMOKING OR APPLYING COSMETICS. Supplemental Safety and Health IF PRIOR DAMAGE OR DISEASE TO THE NEUROLOGIC (NERVOUS), CIRCULATORY, HEMATOLOGIC (BLOOD) OR RENAL (KIDNEY) SYSTEMS HAS OCCURRED, PROPER SCREENING OR EXAMINATIONS SHOULD BE CONDUCTED ON INDIVIDUALS WHO MAY BE EXPOSED TO FURTHER RISK IF HANDLING AND USE OF THESE MATERIAL CAUSE EXCESSIVE EXPOSURE;
PREMIUM UNLEADED GAS;BENZENE (SARA III), TOLUENE (SARA III), XYLENES (O-,M-,P- ISOMERS) (SARA III); ;BEING THIS PRODUCT IS HIGHLY FLAMMABLE KEEP AWAY FROM FIRE OR ANY FORM OF HIGH HEAT TO AVOID IGNITION;Ventilation:USE ADEQUATE VENTILATION. AVOID BREATHIG VAPOR AND/OR MIST. Protective Gloves:WEAR PROTECTIVE GLOVES. Eye Protection:NONE REQUIRED,SAFETY GLASSES GOOD PRCTC. Supplemental Safety and Health;
STABOND 0206;TOLUENE,TOLUOL (IARC CARC- GROUP 3) *98-1*, NAPHTHA, SOLVENTS; OXIDIZING MATERIALS;FLAME;Respiratory Protection:RESPIRATOR W/ACTIVATED CHARCOAL FILTER FOR EXTENDED VAPOR EXPOSURE. Ventilation:LOCAL EXHAUST: USE ONLY IN WELL VENTILATED AREAS. MECHANICAL(GENERAL): REQUIRED ON LARGE SURFACE APPLICATIONS. Protective Gloves:POLYETHYLENE/NITRILE/POLY VINYL ALCOHOL Eye Protection:GLASSES W/SIDE SHIELDS Supplemental Safety and Health;
SILICON POLYMER & SOLVENT;BENZENE (SARA 313)(VP=75@20C)(LD50=3800MG/KG RAT,, ETHYL SILICATE, ACETONE (SARA 313)(VP=186@20C), ISOPROPYL ALCOHOL (SARA 313)(VP=30@20C)(LD50=5840MG/KG ORAL, TOLUENE (SARA 313)(VP=22@20C)(ORAL LD50=5000MG/KG, N-BUTYL ALCOHOL (SARA 313)(VP=4.4@23C)(ORAL LD50=790MG/KG, SILANOL/STPD SILOXANE W/ME SILOXNS (NON-HAZ)(ORAL, VOC = 690 G/L; OXIDIZING AGENTS;HEAT, SPARKS, FLAME, OTHER IGNITION SOURCES;Respiratory Protection:NIOSH APPROVED. Ventilation:EXHAUST VENTILATION/MECHANICAL VENTILATION. Protective Gloves:RUBBER Eye Protection:SAFETY GLASSES/MONO GOGGLES. Other Protective Equipment:SHOWER, EYEWASH STATION, PROTECTIVE CLOTHING. Supplemental Safety and Health MORE INFORMATION FOR THIS MSDS ON FILE;
02018, LECTRA CLEAN-AEROSOL;TRICHLOROETHYLENE, 1-BUTYLENE OXIDE, CARBON DIOXIDE; STRONG OXIDIZERS AVOID STORING IN ALUMINUM CONTAINERS OR CONTACT WITH ALUMINUM POWDER OR ZINC POWDER;;Respiratory Protection:USE NIOSH/MSHA COMPLIANT RESPIRATORS OR SELF-CONTAINED BREATHING APPARATUS ABOVE EXPOSURE LIMITS. FOLLOW OSHA REGULATIONS 29CFR 1910.134. Ventilation:ADEQUATE TO PREVENT ACCUMULATION OF VAPORS. USE MECHANICAL MEANS IF NECESSARY TO MAINTAIN LEVELS BELOW EXPOSURE LIMITS. Protective Gloves:CHEMICALLY PROTECTIVE GLOVES Eye Protection:SAFETY GLASSES Other Protective Equipment:USE A SPLASH APRON AND BOOTS IF SPLASHING OCCURS. Supplemental Safety and Health;
41017EXT ALCOSEAL 3/6% @ AR-FFFP EXTINGUISHER GRADE;HYDROLIZED PROTEIN, SURFACE ACTIVE AGENTS & FLUOROSURFACTANTS, PRESERVATIVE, HEXYLENE GLYCOL, WATER; ANY MATERIALS WHICH HAVE VIOLENT REACTIONS W/WATER;;Respiratory Protection:NOT NORMALLY REQUIRED Ventilation:ADEQUATE LEVELS TO PREVENT BUILD UP OF ODOR. Protective Gloves:IMPERVIOUS, NEOPRENE Eye Protection:SAFETY GLASSES, GOGGLES/FACE SHIELD OF AN APPROVED TYPE. Supplemental Safety and Health PRODUCT IS A MIXTURE OF HYDROLYZED PROTEIN SOLUTION CONTAINING FLUOROSURFACTANTS & GLYCOL SOLVENT, USED FOR FIRE FIGHTING FOAM CONCENTRATE;
X-1567 BLACK WING WALK;SYNTHETIC RESIN VP: 10 @ 20C, ALKYD RESIN VP: 3 @ 20C, SOLVENT NAPHTHA (PETROLEUM), LIGHT AROMATIC, (AROMATIC, STODDARD SOLVENT, (ALIPHATIC NAPHTHA) VP: 10 @ 20C, XYLENE (SARA 313) (CERCLA) VP: 10 @ 20C, WASTE DISP METH: EPA HAZARDOUS WASTE CODE F003 HAZARDOUS, VENT: SOLVENT VAPORS SHOULD BE REMOVED FROM LOWER LEVELS OF; AVOID STRONG OXIDIZERS, ACIDS AND ALKALIES;;Respiratory Protection:NIOSH/MSHA APPRVD RESP TYPES. NIOSH/MSHA APPRVD CHEM/MECH FILTERS REC WHEN VENT IS RESTRICTED. PREC MUST BE TAKEN SO THAT PERS DO NOT BREATHE VAPS/HAVE CONT W/EYES/SKIN. PROT AGAINST EXPOS TO BOTH VAP & SPRAY MIST. Ventilation:SUFFICIENT VENT IN VOL & PATTERN SHOULD BE PROVIDED TO KEEP AIR CONTAM BELOW CURRENT APPLIC OSHA PEL/TLV LIMITS. (ING 7) Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:ANSI APPRVD CHEM WORKERS GOGGS . Other Protective Equipment:USE PROT CREAMS WHERE SKIN CONTACT IS LIKELY. EMERGENCY EYEWASH & DELUGE SHOWER MEETING ANSI DESIGN CRITERIA . Work Hygienic Practices:REMOVE & WASH CONTAM CLTHG BEFORE REUSE. USE NORM HYGIENE PRACT DURING & AFTER HANDLING THIS MATERIAL. Supplemental Safety and Health EXPLO HAZ:CONTRS TO PVNT PRESS BUILD-UP & POSS AUTOIGNIT/EXPLO WHEN EXPOSED TO EXTREME HEAT. REMOVE ALL NON-ESSENTIAL PERS FROM FIRE AREA. VAP HVR/AIR & CAN TRAVEL CONSIDERABLE DIST TO SOURCE OF IGNIT & FLASHBACK. SPILL PROC: CLEAN SPILL W/BRISTLE BROOMS, NON-SPARKING TOOLS, CLEAN DRY RAGS. PROT CLTHG SHOULD BE WORN;
MIL-P-23377 PRIMER GREEN LOW IR,515 X 370/910 X 942,PART A;TOLUENE (SARA 313) (CERCLA), METHYL N-AMYL KETONE, BISPHENOL A EPOXY RESIN, STRONTIUM CHROMATE (SARA 313) (CERCLA), IRON OXIDE, METHYL ETHYL KETONE (2-BUTANONE) (MEK) (SARA 313) (CERCLA), TALC (CONTAINING NO ASBESTOS), SILICA, CRYSTALLINE - QUARTZ, CARBON BLACK, VOLATILE ORGANIC CONTENT AS LISTED ON MSDS: 612 GR/L. MIXED; ;HIGH HEAT, SPARKS, OPEN FLAMES AND OTHER SOURCES OF IGNITION;Respiratory Protection:IF VENTILATION DOES NOT MAINTAIN INHALATION EXPOSURES BELOW PEL(TLV), USE NIOSH APPROVED RESPIRATORS. RESPIRATORS SHOULD BE SELECTED BASED ON THE FORM AND CONCENTRATION OF CONTAMINANT IN AIR & IN ACCO RDANCE WITH OSHA (29 CFR 1910.134). Ventilation:MECHANICAL (GENERAL AND/OR LOCAL EXHAUST, EXPLOSION-PROOF) VENTILATION TO MAINTAIN EXPOSURE BELOW TLV(S). Protective Gloves:NEOPRENE, NITRILE, VPC OR NATURAL RUBBER Eye Protection:SAFETY GOGGLES WITH OPTIONAL FACE SHIELD Other Protective Equipment:EYE WASH STATION, SAFETY SHOWER, INDUSTRIAL-TYPE WORK CLOTHING, APRON AND BARRIER CREAM FOR EXPOSED SKIN Work Hygienic Practices:OBSERVE GOOD PERSONAL HYGIENE PRACTICES AND RECOMMENDED PROCEDURES. DO NOT WEAR CONTAMINATED CLOTHING OR FOOTWEAR. Supplemental Safety and Health KEY1:F3. THIS PRODUCT IS A KIT CONSISTING OF TWO PARTS. PART A, HAS PNI A, PART B HAS PNI B, SAME NSN. IN CONFINED AREAS, WEAR NIOSH-APPROVED AIR SUPPLIED RESPIRATORS. USE NON-SPARKING TOOLS;
S-89 ADHESIVE;ASPHALT (PETROLEUM), POLYOLEFIN FIBER, VM&P NAPHTHA; STRONG OXIDIZING AGENTS;;Respiratory Protection:IF ADEQUATE VENTILATION IS NOT AFFORDED,WEAR RESPIRATORY EQUIPMENT APPROVED FOR ORGANIC VAPORS. Ventilation:USE NATURAL CROSS-VENTILATION,LOCAL AND OR GENERAL VENTILATION TO PREVENT ACCUMULATION OF SOLVENT VAPORS. Protective Gloves:IMPERVIOUS GLOVES OR LOOP-PILE GLOVES Eye Protection:SPECTACLE-TYPE SAFETY GLASSES Other Protective Equipment:EYE WASH FACILITY Supplemental Safety and Health;
XO-14 XO-RUST ENAMEL;XYLENE, DIMETHYLBENZENE, XYLOL (IARC - GROUP 3) *97-1*, TOLUENE (IARC CARC- GROUP 3) *97-1*, ACETONE, DIMETHYL KETONE, 2-PROPANONE *97-1*, HYDROCARBON PROPELLANT, PETROLEUM GASES LIQUIFIED, GROG, CALCIUM-BARIUM PHOSPHOSILICATE, ALUMINUM SILICATE; STRONG OXIDIZING AGENTS;HEAT, SPARKS, OPEN FLAME, TEMPS >120F & OTHER IGNITION SOURCES;Respiratory Protection:WEAR A NIOSH/MSHA APPROVED AIR SUPPLIED RESPIRATOR IF TLVS ARE EXCEEDED. WEAR AN APPROVED MECHANICAL FILTER TO REMOVE SOLID AIRBORNE PARTICLES OF OVERSPRAY DURING SPRAY APPLICATION. Ventilation:MECHANICAL (GENERAL)/LOCAL EXHAUST: SUFFICIENT TO MAINTAIN EXPOSURE <TLVS. Protective Gloves:REQUIRED Eye Protection:SAFETY GLASSES Other Protective Equipment:IMPERVIOUS CLOTHING & BOOTS Work Hygienic Practices:DON'T REUSE CONTAMINATED CLOTHING. WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health;
COUSTIDAMP A-FS;PIGMENTS (& FILLERS), POLYVINYL ACETATE EMULSION, WATER; ;;Respiratory Protection:NOT NEEDED Ventilation:NORMAL ROOM VENTILATION Protective Gloves:RUBBER Eye Protection:GOGGLES Other Protective Equipment:RUBBER SHOES OR BOOTS Supplemental Safety and Health 34 SMITH STREET, NORWALK, CT 06852;
THERMAFIBER CEMENT WOOL;MINERAL WOOL FIBER, MINERAL OIL; ACIDS;ACIDIC CONDITIONS;Respiratory Protection:USE NIOSH APPROVED NUISANCE DUST MASK IF TLV IS EXCEEDED. Ventilation:LOCAL EXHAUST TO KEEP BELOW TLV IF POSSIBLE/GENERAL MECHANICAL VENTILATION & A DUST RESPIRATOR SHOULD BE USED. Protective Gloves:REQUIRED IF DUST IS IRRITATING Eye Protection:TIGHT FITTING GOGGLES Other Protective Equipment:LOOSE FITTING CLOTHING Work Hygienic Practices:REMOVE/WASH WORK CLOTHES SEPARATELY FROM OTHER WASH. Supplemental Safety and Health;
HYDROBAC-CL MUTANT BACTERIAL HYDROCARBON;MANUFACTURER STATES THIS PRODUCT IS NON-HAZARDOUS; WATER;AVOID EXPOSURE TO MOISTURE DO T WET STORE 32F-105F;Respiratory Protection:YES, SURGICAL MASK OR EQUIVALENT Ventilation:LOCAL EXHAUST Protective Gloves:YES Eye Protection:YES (DUSTING) Other Protective Equipment:DUSTING PROTECTION Supplemental Safety and Health 1251 S. CEDAR CREST BLVD., ALLENTOWN, PA 18103;
CHEM-AQUA MM44.;SODIUM BICHROMATE (SARA III), MORPHOLINE, SODIUM HYDROXIDE (SARA III); ;;Respiratory Protection:USE NIOSH/MSHA APPRVD RESPIRATOR REQUIRED Ventilation:LOCAL EXHAUST SUFFICIENT TO KEEP BELOW TLV. Protective Gloves:RUBBER Eye Protection:GOGGLES Supplemental Safety and Health PH:12-12.5;
2533 NITRIFICATION INHIBITOR FOR BOD;SODIUM SULFATE ANHYDROUS, SODIUM SULFATE, 2-CHLORO-6-TRICHLOROMETHYL PYRIDINE (NITRAPYRIN); ALUMINUM;;Ventilation:ADEQUATE Eye Protection:SAFETY GLASSES Supplemental Safety and Health;
LOUDSPEAKER, PERMANENT MAGNET,BS811/585T10/C1;MAGNETIZED MATERIALS(MAGNETIC FIELD STRENGTH AT 7; ;;Respiratory Protection:NONE NORMALLY REQUIRED. Ventilation:NONE NORMALLY REQUIRED. Protective Gloves:NONE NORMALLY REQUIRED. Eye Protection:NONE REQUIRED. Supplemental Safety and Health NONE;
156 6850 REVERSAL BATH,PROCESS E-6,WORKING SOLUTION;WATER, SODIUM PROPIONATE, (NITRILOTRIS(METHYLENE)TRIPHOSPHONIC ACID, K, PHOSPHONIC ACID (NITRILO TRIS(METHYLENE))TRI-/SUBSTITUTED, PROPIONIC ACID (CERCLA), STANNOUS CHLORIDE, SOLID; WITH COMMON MATERIALS AND CONTAMINANTS WITH WHICH THE MATERIAL MAY COME INTO CONTACT;;Respiratory Protection:NONE NORMALLY REQUIRED. Ventilation:GOOD GENERAL VENTILATION IS SUFFICIENT FOR MOST CONDITIONS (10 ROOM VOLUMES PER HOUR). Protective Gloves:LATEX FOR REPEATED/PROLONGED CONTACT Eye Protection:SAFETY GLASSES WITH SIDE SHIELD/GOGGLES Other Protective Equipment:EYE BATH, WASHING FACILITIES, SAFETY SHOWER Work Hygienic Practices:OBSERVE GOOD INDUSTRIAL HYGIENE PRACTICES AND RECOMMENDED PROCEDURES. WASH THOROUGHLY BEFORE EATING, DRINKING/SMOKING. Supplemental Safety and Health THIS ENTRY FOR WORKING SOLUTION;
P-22 FIXER FX 22.15,501793,676161,PART A;AMMONIUM THIOSULFATE, POTASSIUM SULFITE, POTASSIUM BISULFITE, TETRASODIUM ETHYLENE DIAMINE TETRAACETATE, WATER; ACIDS;;Respiratory Protection:NONE NORMALLY REQUIRED. WEAR NIOSH-APPROVED RESPIRATOR IF NEEDED. Ventilation:LOCAL EXHAUST IS RECOMMENDED FOR CONFINED AREAS. GENERAL MECHANICAL VENTILATION IS ADEQUATE FOR NORMAL USE. Protective Gloves:RUBBER FOR REPEATED CONTACT Eye Protection:SAFETY GOGGLES Other Protective Equipment:EYE WASH STATION, SAFETY SHOWER, PROTECTIVE CLOTHING Work Hygienic Practices:OBSERVE GOOD INDUSTRIAL HYGIENE PRACTICES AND RECOMMENDED PROCEDURES. Supplemental Safety and Health KEY1:N1. THIS PRODUCT IS A KIT CONSISTING OF TWO PARTS. PART A, HAS PNI B, PART B HAS PNI C, SAME NSN. FORMULA CHANGED. FOR PREVIOUS FORMULATION SEE PNI A, SAME NSN;
O-TOLIVER CHLORINE REAGENT,141;3,3'-DIMETHYLBENZIDINE (O-TOLIDINE) (SARA III), HYDROGEN CHLORIDE (HYDROCHLORIC ACID) (SARA III); OXIDIZABLE & COMBUSTIBLE MATERIALS;;Respiratory Protection:SELF-CONTAINED BREATHING APPARATUS. Ventilation:LOCAL EXHAUST IS RECOMMENDED Protective Gloves:RUBBER Eye Protection:SAFETY GLASSES. Other Protective Equipment:PROTECTIVE CLOTHING Supplemental Safety and Health;
NA2070101, PREVOX WILLIAMS LITE-NING LIQUID;PHOSPHORIC ACID, POTASSIUM DICHROMATE (PREVOX), UREA (PREVOX), WATER; STRONG CAUSTICS, MOST METALS;A STRONG ACID;Respiratory Protection:USE APPROPRIATE NIOSH APPROVED RESPIRATOR IF AIRBORNE TLV IS EXCEEDED. Ventilation:LOCAL VENTILATION. Protective Gloves:RECOMMENDED Eye Protection:SAFETY GLASSES. Other Protective Equipment:NOT PROVIDED Work Hygienic Practices:NOT PROVIDED Supplemental Safety and Health ABBREVIATION: N/A;
1670 ZEP SEWER AID FA;SODIUM HYDROXIDE (SARA III), ALUMINUM (SARA III), SODIUM NITRATE, SODIUM CHLORIDE, SODIUM CARBONATE (SODA ASH, TRONA, CARBONIC ACID, CRYSTOL, PETROLEUM OIL, HYDROTREATED HEAVY NAPHTHENIC DISTILLATE, LIGHT NAPHTHALIC DISTILLATE, HYDROTREATED LIGHT NAPHTHENIC; STRONG OXIDIZERS, ACIDS, ACTIVE METALS, WATER;TEMP < 40 & > 120 F;Respiratory Protection:USE NIOSH APPROVED DUST MASK IF DUST IS PRESENT. Ventilation:OPEN WINDOWS & EXHAUST FANS Protective Gloves:RUBBER, NEOPRENE, NITRILE Eye Protection:SPLASH PROOF SAFETY GOGGLES Other Protective Equipment:ALKALI RESISTANT FOOTWEAR, FACE SHIELD, APRON, ARM COVERINGS. Work Hygienic Practices:REMOVED LAUNDER CONTAMINTATED CLOTHING/SHOES BEFORE REUSE. Supplemental Safety and Health PH: 12.5-13 (USE DILUTION OF 1%). DISPOSAL: IF COMPANY EFFLUENT IS ULTAMELY TREATED BY A PUBLICLY OWNED TREATMENT WORKS, NEUTRALIZATION OF SPENT TANK SOLUTIONS W/SUBSEQUENT DISCHARGE TO SEWER MAY BE P OSSIBLE. CONSULT LOCAL, STATE & FEDERAL, REGULATIONS. CORROSIVE MATERIAL UN1759;
COVENTRY - BLACK, 0003511;ETHYLENE GLYCOL (SARA 313) (CERCLA) VP: 0.1 @ 68F, SILICA, CRYSTALLINE - QUARTZ, (SILICON DIOXIDE), CARBON BLACK, VOLATILE ORGANIC COMPOUND: 0.75 LB/GAL (90 G/L); OXIDIZERS, ACIDS AND BASES;FIRE;Respiratory Protection:IN OPEN AREAS, USE NIOSH/MSHA APPRVD MECH FILTER RESP TO REMOVE SOLID AIRBORNE PARTICLES OF OVERSPRAY. DURING SPRAY APPLICATION IN RESTRICTED VENT AREAS USE NIOSH/MSHA APPRVD RESP TO REMOVE A COMBINAT ION OF PARTICULATES & VAPOR. Ventilation:PROVIDE VENT IN VOL & PATTERN TO KEEP TLV OF HAZ INGREDS BELOW ACCEPTABLE LIMIT, LEL BELOW STATED LIMIT & TO (SUPDAT) Protective Gloves:GLOVES IMPERVIOUS TO WATER & SOAP. Eye Protection:ANSI APPRVD CHEM WORKERS GOGGLES . Other Protective Equipment:ANSI APPROVED EYE WASH & DELUGE SHOWER . USE PROT OUTERWEAR & PREVENT PRLNGD SKIN CNTCT TO CONTAMD CLTHG. Work Hygienic Practices:WASH HANDS THOROUGHLY BEFORE EATING, SMOKING OR DRINKING AND AT THE END OF EACH WORK PERIOD. Supplemental Safety and Health FIRE FIGHT PROC: USED TO COOL CLSD CNTNRS TO PVNT PRESS BUILDUP & POSS EXPLO WHEN EXPOS TO EXTREME HEAT. EXPLAN OF CARCIN: 1994: ANTIC TO BE CARCIN. VENT: REMOVE DECOMP PRODS DURING WELDING OR FLAME C UTTING ON SURFS COATED W/THIS PROD;
SILICON POLYMER & SOLVENT;BENZENE (SARA 313)(VP=75@20C)(LD50=3800MG/KG RAT,, ETHYL SILICATE, ACETONE (SARA 313)(VP=186@20C), ISOPROPYL ALCOHOL (SARA 313)(VP=30@20C)(LD50=5840MG/KG ORAL, TOLUENE (SARA 313)(VP=22@20C)(ORAL LD50=5000MG/KG, N-BUTYL ALCOHOL (SARA 313)(VP=4.4@23C)(ORAL LD50=790MG/KG, SILANOL/STPD SILOXANE W/ME SILOXNS (NON-HAZ)(ORAL, VOC = 690 G/L; OXIDIZING AGENTS;HEAT, SPARKS, FLAME, OTHER IGNITION SOURCES;Respiratory Protection:NIOSH APPROVED. Ventilation:EXHAUST VENTILATION/MECHANICAL VENTILATION. Protective Gloves:RUBBER Eye Protection:SAFETY GLASSES/MONO GOGGLES. Other Protective Equipment:SHOWER, EYEWASH STATION, PROTECTIVE CLOTHING. Supplemental Safety and Health MORE INFORMATION FOR THIS MSDS ON FILE;
S-90 ADHESIVE;VM&P NAPHTHA, ASPHALT (PETROLEUM), POLYOLEFIN FIBER; STRONG OXIDIZING AGENTS;;Respiratory Protection:IF ADEQUATE VENTILATION IS NOT AFFORDED,WEAR RESPIRATORY EQUIPMENT APPROVED FOR ORGANIC VAPORS. Ventilation:USE NATURAL CROSS-VENTILATION,LOCAL AND OR GENERAL VENTILATION TO PREVENT AN ACCUMULATION OF ORGANIC VAPORS. Protective Gloves:IMPERVIOUS OR LOOP-PILE GLOVES Eye Protection:SPECTACLE-TYPE SAFETY GLASSES Other Protective Equipment:EYE WASH FACILITY Supplemental Safety and Health;
ESTERON 99 CONCENTRATE 2,4-D HERBICIDE;2,4-D ESTERS (SARA III), KEROSENE, EMULSIFIERS, ISOOCTYL ALCOHOL; ACID, BASE, OXIDIZING MATERIAL;AVOID TEMPERATURES NEAR OR ABOVE FLASH POINT;Respiratory Protection:WHEN RESPIRATORY PROTECTION IS REQUIRED FOR CERTAIN OPEATIONS, USE AN APPROVED AIR-PURIFYING RESPIRATOR. ATMOSPHERIC LEVELS SHOULD BE MAINTAINED <THE EXPOSURE GUIDELINE. Ventilation:PROVIDE LOCAL EXHAUST/MECHANICAL VENTILATION FOR SOME OPERATION. Protective Gloves:IMPERVIOUS Eye Protection:SAFETY GLASSES, GOGGLES Other Protective Equipment:IMPERVIOUS BOOT, APRON, FULL-BODY SUIT, EYE FOUNTAIN & WASHING FACILITIES. Supplemental Safety and Health IN LABORATORY ANIMALS, EXPOSURES HAVING NO ADVERSE EFFECTS ON THE MOTHER HAD OTHER HARMFUL EFFECTS ON THE FETUS. HIGH DIETARY LEVELS OF 2,F-D CAUSED TOXIC EFFECT IN RATS ON A REPRODUCTIVE TEST. HAS BE EN SHOWN TO BE NEGATIV IN SOME IN VITRO(TEST TUBE) MUTAGENICITY TESTS & POSITIVE IN OTHERS;
KODAK EKTAPRINT R-1000 BLEACH FIX PART A;WATER, AMMONIUM THIOSULFATE; STRONG ALKALI;;Respiratory Protection:NONE SHOULD BE NEEDED. Ventilation:MECHANICAL (GENERAL): RECOMMENDED AT LEAST TEN AIR CHANGES PER HOUR FOR GOOD GENERAL ROOM VENTILATION. Protective Gloves:NONE NEEDED Eye Protection:NONE SHOULD BE NEEDED Supplemental Safety and Health;
SILICON POLYMER & SOLVENT;BENZENE (SARA 313)(VP=75@20C)(LD50=3800MG/KG RAT,, ETHYL SILICATE, ACETONE (SARA 313)(VP=186@20C), ISOPROPYL ALCOHOL (SARA 313)(VP=30@20C)(LD50=5840MG/KG ORAL, TOLUENE (SARA 313)(VP=22@20C)(ORAL LD50=5000MG/KG, N-BUTYL ALCOHOL (SARA 313)(VP=4.4@23C)(ORAL LD50=790MG/KG, SILANOL/STPD SILOXANE W/ME SILOXNS (NON-HAZ)(ORAL, VOC = 690 G/L; OXIDIZING AGENTS;HEAT, SPARKS, FLAME, OTHER IGNITION SOURCES;Respiratory Protection:NIOSH APPROVED. Ventilation:EXHAUST VENTILATION/MECHANICAL VENTILATION. Protective Gloves:RUBBER Eye Protection:SAFETY GLASSES/MONO GOGGLES. Other Protective Equipment:SHOWER, EYEWASH STATION, PROTECTIVE CLOTHING. Supplemental Safety and Health MORE INFORMATION FOR THIS MSDS ON FILE;
XEROX XT-30, TYPE 14,18,21 DRY IMAGER;BISPHENOL A PROPYLENE OXIDE FUMARATE, CARBON BLACK, SILICON DIOXIDE (AMORPHOUS), ZINC STEARATE; AVOID STRONG OXIDIZERS;EXCESSIVE HEAT OR FLAME;Respiratory Protection:NONE NEEDED WITH WORKING MIXTURES & NORMAL ROOM VENTILATION, IF USED AS INTENDED. AVOID BREATHING DUST IF SPILLED. Ventilation:ROOM VENTILATION IS SUFFICIENT UNDER NORMAL OFFICE CONDITIONS. AVOID USE OF PRODUCT IN VENTILATED AREAS. Protective Gloves:CHEMICAL GLOVES ARE NOT NECESSARY. Eye Protection:SAFETY GLASSES SHOULD BE WORN. Other Protective Equipment:NONE SPECIFIED BY MANUFACTURER. Work Hygienic Practices:WASH HANDS THOROUGHLY AFTER HANDLING. Supplemental Safety and Health NONE;
STARCH;STARCH; OXIDIZERS;HEAT, SPARKS, OPEN FLAME;Respiratory Protection:ANY DUST/MIST RESPIRATOR. ANY AIR PURIFYING RESPIRATOR W/HIGH EFFICIENCY PARTICULATE FILTER. ANY POWERED AIR PURIFYING RESPIRATOR W/A DUST & MIST FILTER. ANY POWERED AIR PURIFYING RESPIRATOR W/HIGH EF FICIENCY PARTICULATE FILTER. Ventilation:PROVIDE LOCAL EXHAUST TO KEEP BELOW TLV. USE EXPLOSION PROOF EQUIPMENT. Protective Gloves:PROTECTIVE Eye Protection:NOT REQUIRED, BUT ADVISABLE Supplemental Safety and Health PH: 4.5-6 AT 2% SOLUTION. CON'T FIRST AID: IF VOMITING OCCURS, KEEP HEAD LOWER THAN HIPS TO PREVENT ASPIRATION. NO SPECIFIC ANTIDOTE. TREAT SYMPTOMATICALLY & SUPPORTIVELY;
